Time,header.seq,header.frame_id,child_frame_id,pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1614051030.6789448,1,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051031.8500853,2,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051031.9969687,3,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051032.2077947,4,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051032.497067,5,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051032.7935092,6,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051033.0090673,7,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051033.2857747,8,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051033.6401784,9,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051033.911214,10,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051034.1423666,11,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051034.2937062,12,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051034.4448903,13,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051034.6840928,14,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051034.862335,15,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051034.996551,16,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051035.2055721,17,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051035.3749833,18,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051035.5715516,19,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051035.8757937,20,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051036.011857,21,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051036.246994,22,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614051036.405851,23,odom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
